Financial Year,Offence Month,Inf No,Face Value,Infringement Type,Offence Description,Location Details
2008/09,May,55,17820,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,CUMBERLAND HIGHWAY (96) WEST CABRAMATTA NORTHBOUND
2008/09,Dec,49,15876,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,VICTORIA ROAD(13) RYDALMERE EASTBOUND
2008/09,Dec,33,10692,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,KING STREET (605) WARRAWONG SOUTHBOUND
2008/09,Jan,137,44388,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,NEWBRIDGE ROAD (163) MOOREBANK WESTBOUND
2008/09,Jan,64,20736,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,KING STREET (605) WARRAWONG SOUTHBOUND
2008/09,Apr,118,38232,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,HUME HWY (LIVERPOOL ROAD)(5) BURWOOD (Z) EASTBOUND
2008/09,Nov,123,39852,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,NEWBRIDGE ROAD (163) MOOREBANK WESTBOUND
2008/09,Nov,89,28836,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,VICTORIA ROAD(13) RYDALMERE EASTBOUND
2008/09,Nov,302,97848,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,PARRAMATTA ROAD (116) SUMMER HILL EASTBOUND
2008/09,Oct,237,76788,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,PARRAMATTA ROAD (116) SUMMER HILL EASTBOUND
2008/09,Oct,75,24300,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,VICTORIA ROAD (114) PARRAMATTA WESTBOUND
2008/09,Oct,11,3564,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,VICTORIA ROAD(13) RYDALMERE EASTBOUND
2008/09,Oct,17,5508,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,FIVE ISLANDS ROAD (607) PORT KEMBLA NORTHBOUND
2008/09,Jan,2,648,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,SPRINGHILL ROAD (600) CONISTON SOUTHBOUND
2008/09,Apr,34,11016,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,BOURKE STREET (128) ZETLAND EASTBOUND
2008/09,Mar,84,27216,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,GEORGES RIVER ROAD (136) CROYDON PARK WESTBOUND
2008/09,Mar,285,92340,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,PENNANT HILLS ROAD (47) THORNLEIGH NORTHBOUND
2008/09,Mar,1,324,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,BOURKE STREET (128) ZETLAND SOUTHBOUND
2008/09,Feb,39,12636,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,CUMBERLAND HIGHWAY (96) WEST CABRAMATTA NORTHBOUND
2008/09,Feb,57,18468,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,KING STREET (605) WARRAWONG SOUTHBOUND
2008/09,Sep,93,30132,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,CONCORD ROAD (100) STRATHFIELD NORTH (Z) NORTHBOUND
2008/09,Jan,78,25272,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,SACKVILLE STREET (63) CANLEY VALE NORTHBOUND
2008/09,Jan,28,9072,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,FIVE ISLANDS RD (BRAMBLES CNR) WARRAWONG SOUTHBOUND
2008/09,Aug,155,50220,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,STONEY CREEK ROAD (140) PEAKHURST WESTBOUND
2008/09,Aug,45,14580,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,CUMBERLAND HIGHWAY (96) WEST CABRAMATTA NORTHBOUND
2008/09,Aug,16,5184,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,PACIFIC HIGHWAY (505) GATESHEAD SOUTHBOUND
2008/09,Jul,102,33048,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,VICTORIA STREET (62) SMITHFIELD WESTBOUND
2009/10,Jun,14,5908,Red Light Camera,Not Stop at Red Light - Camera Detected - School Zone - Individual,CHALMERS STREET (54) REDFERN (Z) NORTHBOUND
2009/10,May,23,9706,Red Light Camera,Not Stop at Red Light - Camera Detected - School Zone - Individual,CHALMERS STREET (54) REDFERN (Z) NORTHBOUND
2009/10,Dec,24,10128,Red Light Camera,Not Stop at Red Light - Camera Detected - School Zone - Individual,CHALMERS STREET (54) REDFERN (Z) NORTHBOUND
2009/10,Apr,16,6752,Red Light Camera,Not Stop at Red Light - Camera Detected - School Zone - Individual,HUME HWY (LIVERPOOL ROAD)(5) BURWOOD (Z) EASTBOUND
2009/10,Sep,13,5486,Red Light Camera,Not Stop at Red Light - Camera Detected - School Zone - Individual,HUME HWY (LIVERPOOL ROAD)(5) BURWOOD (Z) EASTBOUND
2009/10,Sep,31,13082,Red Light Camera,Not Stop at Red Light - Camera Detected - School Zone - Individual,CHALMERS STREET (54) REDFERN (Z) NORTHBOUND
2009/10,Nov,2,844,Red Light Camera,Not Stop at Red Light - Camera Detected - School Zone - Corporation,CHALMERS STREET (54) REDFERN (Z) NORTHBOUND
2010/11,Aug,8,2752,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,PARRAMATTA ROAD (116) SUMMER HILL EASTBOUND
2010/11,Jul,9,3096,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,PENNANT HILLS ROAD (47) THORNLEIGH NORTHBOUND
2010/11,Dec,218,74992,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,PARRAMATTA ROAD (116) SUMMER HILL EASTBOUND
2010/11,Oct,299,102856,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,CHURCH STREET (74) RYDE SOUTHBOUND
2010/11,Aug,170,58480,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,BROADWAY(35) ULTIMO WESTBOUND
2010/11,Aug,54,18576,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,VICTORIA ROAD(13) RYDALMERE EASTBOUND
2010/11,Aug,123,42312,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,HUME HWY (LIVERPOOL ROAD)(5) BURWOOD (Z) EASTBOUND
2010/11,Jul,45,15480,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,VICTORIA ROAD(13) RYDALMERE EASTBOUND
2010/11,Jul,82,28208,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,BEXLEY ROAD (49) CLEMTON PARK NORTHBOUND
2010/11,Jul,66,22704,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,CHURCH STREET (74) RYDE SOUTHBOUND
2009/10,Jun,7,2366,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,PENNANT HILLS ROAD (47) THORNLEIGH NORTHBOUND
2009/10,Feb,5,1690,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,PARRAMATTA ROAD (116) SUMMER HILL EASTBOUND
2009/10,Feb,6,2028,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,FAIRLIGHT STREET (137) FIVE DOCK EASTBOUND
2009/10,Dec,3,1014,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,HUME HWY (LIVERPOOL ROAD)(5) BURWOOD (Z) EASTBOUND
2009/10,Dec,6,2028,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,PARRAMATTA ROAD (116) SUMMER HILL EASTBOUND
2009/10,May,3,1014,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,BOURKE STREET (128) ZETLAND EASTBOUND
2009/10,Mar,5,1690,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,SILVERWATER ROAD (115) SILVERWATER SOUTHBOUND
2009/10,Aug,7,2366,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,PARRAMATTA ROAD (116) SUMMER HILL EASTBOUND
2009/10,Jan,6,2028,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,CHURCH STREET (74) RYDE SOUTHBOUND
2009/10,Jun,40,13520,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,HUME HIGHWAY (151) WARWICK FARM WESTBOUND
2009/10,Feb,279,94302,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,CHURCH STREET (74) RYDE SOUTHBOUND
2009/10,Feb,118,39884,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,SILVERWATER ROAD (115) SILVERWATER SOUTHBOUND
2009/10,Feb,214,72332,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,PARRAMATTA ROAD (116) SUMMER HILL EASTBOUND
2009/10,Feb,49,16562,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,VICTORIA ROAD(13) RYDALMERE EASTBOUND
2009/10,Feb,22,7436,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,CUMBERLAND HIGHWAY (96) WEST CABRAMATTA NORTHBOUND
2009/10,Jan,149,50362,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,SILVERWATER ROAD (115) SILVERWATER SOUTHBOUND
2009/10,May,58,19604,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,VICTORIA STREET (62) SMITHFIELD WESTBOUND
2009/10,Dec,87,29406,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,HUME HWY (LIVERPOOL ROAD)(5) BURWOOD (Z) EASTBOUND
2009/10,Dec,115,38870,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,GEORGES RIVER ROAD (136) CROYDON PARK WESTBOUND
2009/10,May,60,20280,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,BEXLEY ROAD (49) CLEMTON PARK NORTHBOUND
2009/10,Dec,123,41574,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,CHALMERS STREET (54) REDFERN (Z) NORTHBOUND
2009/10,Dec,56,18928,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,SACKVILLE STREET (63) CANLEY VALE NORTHBOUND
2009/10,Nov,56,18928,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,VICTORIA STREET (62) SMITHFIELD WESTBOUND
2009/10,Apr,62,20956,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,VICTORIA STREET (62) SMITHFIELD WESTBOUND
2009/10,Apr,48,16224,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,VICTORIA ROAD (114) PARRAMATTA WESTBOUND
2009/10,Mar,51,17238,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,HUME HIGHWAY (151) WARWICK FARM WESTBOUND
2009/10,Oct,133,44954,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,BROADWAY(35) ULTIMO WESTBOUND
2009/10,Oct,112,37856,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,CHALMERS STREET (54) REDFERN (Z) NORTHBOUND
2009/10,Mar,192,64896,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,BROADWAY(35) ULTIMO WESTBOUND
2009/10,Jul,106,35828,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,GEORGES RIVER ROAD (136) CROYDON PARK WESTBOUND
2009/10,Sep,133,44954,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,SILVERWATER ROAD (115) SILVERWATER SOUTHBOUND
2009/10,Sep,216,73008,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,CHURCH STREET (74) RYDE SOUTHBOUND
2009/10,Sep,48,16224,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,CUMBERLAND HIGHWAY (96) WEST CABRAMATTA NORTHBOUND
2009/10,Jul,90,30420,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,ANZAC PARADE (92) KENSINGTON NORTHBOUND
2004/05,Aug,8,1808,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),AVOCA STREET (103) KINGSFORD (Z) SOUTHBOUND
2005/06,Jul,6,1800,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),GREAT WESTERN HIGHWAY(20) BLACKTOWN WESTBOUND
2006/07,Jun,3,924,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,DONALD STREET (512) HAMILTON WESTBOUND
2006/07,Jun,2,616,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,CORRIMAL STREET (610) WOLLONGONG SOUTHBOUND
2006/07,Mar,3,924,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,PRINCES HIGHWAY(6) KOGARAH SOUTHBOUND
2006/07,Mar,15,4620,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,PACIFIC HIGHWAY (157) TURRAMURRA WESTBOUND
2006/07,Nov,3,924,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,ROCKY POINT ROAD (142) RAMSGATE SOUTHBOUND
2006/07,Dec,3,924,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,FIVE ISLANDS RD (BRAMBLES CNR) WARRAWONG SOUTHBOUND
2006/07,Dec,2,616,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,HUME HIGHWAY(8) YAGOONA (Z) EASTBOUND
2006/07,Aug,10,3080,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,MONA VALE ROAD(38) ST IVES SOUTHBOUND
2006/07,May,4,1232,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,MACQUARIE ROAD (506) CARDIFF NORTHBOUND
2006/07,Mar,3,924,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,KING GEORGES ROAD (42) BEVERLY HILLS NORTHBOUND
2006/07,Mar,3,924,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,ARTHUR STREET (122) STRATHFIELD EASTBOUND
2006/07,Apr,2,616,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,BUNGARRIBEE ROAD (153) BLACKTOWN EASTBOUND
2006/07,Feb,9,2772,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,O'CONNELL STREET(22) PARRAMATTA SOUTHBOUND
2006/07,Sep,5,1540,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,NEW SOUTH HEAD ROAD (144) DOUBLE BAY WESTBOUND
2006/07,Oct,22,6776,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,PRINCES HIGHWAY (604) FIGTREE SOUTHBOUND
2006/07,Jul,4,1232,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,HUME HIGHWAY (133) GREENACRE SOUTHBOUND
2005/06,Jun,4,1200,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,PRINCES HIGHWAY(6) KOGARAH SOUTHBOUND
2005/06,Feb,8,2400,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,NEW SOUTH HEAD ROAD (144) DOUBLE BAY WESTBOUND
2005/06,Feb,1,300,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,ARTHUR STREET (122) STRATHFIELD EASTBOUND
2005/06,Mar,12,3600,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,NEW SOUTH HEAD ROAD (144) DOUBLE BAY WESTBOUND
2007/08,Feb,1,318,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,PARRAMATTA ROAD (116) SUMMER HILL EASTBOUND
2007/08,Jun,2,636,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,CONCORD ROAD (100) STRATHFIELD NORTH (Z) NORTHBOUND
2007/08,May,1,318,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,SPRINGHILL ROAD (600) CONISTON EASTBOUND
2007/08,Jan,5,1590,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,BUNGARRIBEE ROAD (153) BLACKTOWN EASTBOUND
2007/08,Jan,3,954,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,BLAXLAND ROAD (149) EASTWOOD NORTHBOUND
2007/08,Dec,4,1272,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,VICTORIA STREET (62) SMITHFIELD WESTBOUND
2007/08,Sep,5,1590,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,MILITARY ROAD (111) CREMORNE (Z) SOUTHBOUND
2007/08,Dec,2,636,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,CLIVE STREET (80) EAST ROSEVILLE NORTHBOUND
2008/09,Jun,3,1215,Red Light Camera,Not Stop at Red Light - Camera Detected - School Zone - Corporation,HUME HWY (LIVERPOOL ROAD)(5) BURWOOD (Z) EASTBOUND
2008/09,May,5,1620,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,FAIRLIGHT STREET (137) FIVE DOCK EASTBOUND
2008/09,May,1,324,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,VICTORIA ROAD (114) PARRAMATTA WESTBOUND
2008/09,Nov,1,324,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,PARRAMATTA ROAD (116) SUMMER HILL SOUTHBOUND
2008/09,Oct,6,1944,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,CUMBERLAND HIGHWAY (97) SOUTH WENTWORTHVILLE SOUTHBOUND
2008/09,Feb,2,648,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,PRINCES HIGHWAY (84) SYLVANIA HEIGHTS NORTHBOUND
2008/09,Feb,1,324,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,FIVE ISLANDS RD (BRAMBLES CNR) WARRAWONG SOUTHBOUND
2008/09,May,1,324,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,VICTORIA ROAD(13) RYDALMERE SOUTHBOUND
2008/09,Jun,5,1620,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,CHURCH STREET (74) RYDE NORTHBOUND
2008/09,Aug,4,1296,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,KING STREET (605) WARRAWONG SOUTHBOUND
2010/11,Sep,5,1720,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,PARRAMATTA ROAD (116) SUMMER HILL EASTBOUND
2010/11,Sep,11,3784,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,VICTORIA STREET (62) SMITHFIELD WESTBOUND
2009/10,Sep,7,2366,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,SILVERWATER ROAD (115) SILVERWATER SOUTHBOUND
2009/10,Apr,2,676,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,PARRAMATTA ROAD (116) SUMMER HILL EASTBOUND
2009/10,Sep,3,1014,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,DAVIES ROAD(25) PADSTOW SOUTHBOUND
2009/10,Sep,5,1690,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,VICTORIA STREET (62) SMITHFIELD WESTBOUND
2009/10,Sep,2,676,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,HUME HWY (LIVERPOOL ROAD)(5) BURWOOD (Z) EASTBOUND
2009/10,Sep,7,2366,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,BROADWAY(35) ULTIMO WESTBOUND
2009/10,Jul,1,338,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,SACKVILLE STREET (63) CANLEY VALE NORTHBOUND
2006/07,Nov,1,308,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,PACIFIC HIGHWAY (500) BELMONT SOUTHBOUND
2005/06,May,3,900,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,PACIFIC HIGHWAY (157) TURRAMURRA WESTBOUND
2005/06,Jan,6,1800,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,OXFORD STREET (67) BONDI JUNCTION WESTBOUND
2005/06,Oct,1,300,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,MACQUARIE ROAD (506) CARDIFF NORTHBOUND
2005/06,Jun,6,1800,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,FIVE ISLANDS ROAD (607) PORT KEMBLA NORTHBOUND
2007/08,Nov,1,318,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,SILVERWATER ROAD (115) SILVERWATER SOUTHBOUND
2007/08,Mar,1,318,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,PRINCES HIGHWAY (604) FIGTREE SOUTHBOUND
2007/08,Apr,1,318,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,BUNGARRIBEE ROAD (153) BLACKTOWN EASTBOUND
2008/09,Nov,1,405,Red Light Camera,Not Stop at Red Light - Camera Detected - School Zone - Individual,CONCORD ROAD (100) STRATHFIELD NORTH (Z) NORTHBOUND
2008/09,Sep,5,1620,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,CUMBERLAND HIGHWAY (97) SOUTH WENTWORTHVILLE SOUTHBOUND
2010/11,Jul,3,1032,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,VICTORIA STREET (62) SMITHFIELD NORTHBOUND
2009/10,Jan,3,1014,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,HUME HWY (LIVERPOOL ROAD)(5) BURWOOD (Z) EASTBOUND
2009/10,Jan,3,1014,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,BOURKE STREET (128) ZETLAND EASTBOUND
2009/10,Apr,8,2704,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,CHURCH STREET (74) RYDE SOUTHBOUND
2009/10,Dec,1,338,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,HUME HIGHWAY (151) WARWICK FARM NORTHBOUND
2009/10,May,2,676,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,HUME HWY (LIVERPOOL ROAD)(5) BURWOOD (Z) SOUTHBOUND
2009/10,Oct,3,1014,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,CHURCH STREET (74) RYDE NORTHBOUND
2006/07,Jun,2,616,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,PRINCES HIGHWAY (604) FIGTREE SOUTHBOUND
2006/07,Dec,6,1848,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,HUME HWY (LIVERPOOL ROAD)(5) BURWOOD (Z) EASTBOUND
2006/07,Oct,1,308,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,PRINCES HIGHWAY (604) FIGTREE SOUTHBOUND
2006/07,Oct,3,924,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,HUME HIGHWAY (133) GREENACRE EASTBOUND
2005/06,May,1,300,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,TUDOR STREET (513) HAMILTON WESTBOUND
2005/06,Mar,1,300,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,KINGSWAY (85) WOOLOOWARE WESTBOUND
2005/06,Feb,2,600,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,HUME HIGHWAY (133) GREENACRE SOUTHBOUND
2005/06,Jan,4,1200,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,MAIN ROAD (503) GLENDALE EASTBOUND
2005/06,Oct,2,600,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,ERNEST STREET(158) CAMMERAY EASTBOUND
2005/06,Sep,2,600,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,GLEBE ROAD (508) ADAMSTOWN EASTBOUND
2007/08,Jun,1,318,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,VICTORIA ROAD (114) PARRAMATTA WESTBOUND
2007/08,Dec,2,636,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,WARDELL ROAD (160) DULWICH HILL NORTHBOUND
2008/09,Oct,2,810,Red Light Camera,Not Stop at Red Light - Camera Detected - School Zone - Individual,CONCORD ROAD (100) STRATHFIELD NORTH (Z) NORTHBOUND
2008/09,Sep,3,972,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,VICTORIA ROAD (114) PARRAMATTA WESTBOUND
2008/09,Aug,2,648,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,VICTORIA ROAD (114) PARRAMATTA WESTBOUND
2008/09,Nov,4,1296,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,PARRAMATTA ROAD (2) FOREST LODGE SOUTHBOUND
2008/09,Jan,1,324,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,CUMBERLAND HIGHWAY (97) SOUTH WENTWORTHVILLE EASTBOUND
2009/10,Dec,4,1352,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,SILVERWATER ROAD (115) SILVERWATER SOUTHBOUND
2009/10,Sep,1,338,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,DAVIES ROAD(25) PADSTOW NORTHBOUND
2006/07,Aug,3,924,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,MACQUARIE ROAD (506) CARDIFF NORTHBOUND
2007/08,Nov,2,636,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,CUMBERLAND HIGHWAY (96) WEST CABRAMATTA NORTHBOUND
2007/08,Feb,2,636,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,KING STREET (605) WARRAWONG SOUTHBOUND
2007/08,Aug,3,954,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,PENNANT HILLS ROAD (47) THORNLEIGH NORTHBOUND
2008/09,Jun,1,324,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,ANZAC PARADE (92) KENSINGTON NORTHBOUND
2010/11,Jul,2,688,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,ANZAC PARADE (92) KENSINGTON NORTHBOUND
2009/10,Dec,1,338,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,HUME HIGHWAY (151) WARWICK FARM WESTBOUND
2009/10,Jul,1,338,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,HUME HWY (LIVERPOOL ROAD)(5) BURWOOD (Z) NORTHBOUND
2005/06,Mar,1,300,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,HUME HIGHWAY (151) WARWICK FARM WESTBOUND
2005/06,Dec,4,1200,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,WOODVILLE ROAD(15) GUILDFORD NORTHBOUND
2005/06,Oct,1,300,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,CONCORD ROAD (100) STRATHFIELD NORTH (Z) NORTHBOUND
2005/06,Oct,1,300,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,VICTORIA ROAD (114) PARRAMATTA WESTBOUND
2005/06,Sep,2,600,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,DONALD STREET (512) HAMILTON WESTBOUND
2007/08,Nov,1,318,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,BLAXLAND ROAD (149) EASTWOOD NORTHBOUND
2007/08,Aug,2,794,Red Light Camera,Not Stop at Red Light - Camera Detected - School Zone - Corporation,MILITARY ROAD (111) CREMORNE (Z) SOUTHBOUND
2008/09,Oct,2,648,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,CUMBERLAND HIGHWAY (96) WEST CABRAMATTA NORTHBOUND
2008/09,Mar,1,324,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,HUME HWY (LIVERPOOL ROAD)(5) BURWOOD (Z) SOUTHBOUND
2009/10,Jan,1,338,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,VICTORIA ROAD (114) PARRAMATTA WESTBOUND
2006/07,Jun,2,616,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,PITTWATER ROAD (81) BROOKVALE SOUTHBOUND
2005/06,Nov,1,300,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,PRINCES HIGHWAY (84) SYLVANIA HEIGHTS NORTHBOUND
2007/08,Jul,1,318,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,CUMBERLAND HIGHWAY (96) WEST CABRAMATTA NORTHBOUND
